"íçï∂ì˙éû","ìXï‹î‘çÜ","ÉXÉeÅ[É^ÉX","çXêVì˙éû","ìoò^ì˙éû","è§ïiî‘çÜ","äÛñ]êîó ","î[ïiêîó "
"2023-11-09 20:44:42","0000000000086","1","2023-11-09 20:44:42","2023-11-09 20:44:42","9-1","15","15"
"2023-11-09 20:44:42","0000000000086","1","2023-11-09 20:44:42","2023-11-09 20:44:42","12","20","20"
"2023-11-09 20:44:42","0000000000086","1","2023-11-09 20:44:42","2023-11-09 20:44:42","28","5","5"
"2023-11-09 20:44:42","0000000000086","1","2023-11-09 20:44:42","2023-11-09 20:44:42","51","5","5"
"2023-11-09 20:45:31","0000000000006","1","2023-11-09 20:45:31","2023-11-09 20:45:31","58-2","1","1"
"2023-11-09 20:45:31","0000000000006","1","2023-11-09 20:45:31","2023-11-09 20:45:31","58-1","18","18"
"2023-11-09 20:47:30","0000000000095","1","2023-11-09 20:47:30","2023-11-09 20:47:30","58-2","150","150"
"2023-11-09 20:47:59","0000000000031","1","2023-11-09 20:47:59","2023-11-09 20:47:59","58-2","13","13"
"2023-11-09 20:50:17","0000000000091","1","2023-11-09 20:50:17","2023-11-09 20:50:17","9-1","7","7"
"2023-11-09 20:51:59","0000000000006","1","2023-11-09 20:51:59","2023-11-09 20:51:59","49-2","30","30"
"2023-11-09 20:52:43","0000000000014","1","2023-11-09 20:52:43","2023-11-09 20:52:43","4","10","10"
"2023-11-09 20:52:43","0000000000014","1","2023-11-09 20:52:43","2023-11-09 20:52:43","45","5","1"
"2023-11-09 20:54:21","0000000000012","1","2023-11-09 20:54:21","2023-11-09 20:54:21","58-2","2","2"
"2023-11-09 20:57:08","0000000000011","1","2023-11-09 20:57:08","2023-11-09 20:57:08","58-2","4","4"
"2023-11-09 21:00:11","000000000019B","1","2023-11-09 21:00:11","2023-11-09 21:00:11","58-2","13","13"
"2023-11-09 21:07:24","0000000000003","1","2023-11-09 21:07:24","2023-11-09 21:07:24","35-1","60","40"
"2023-11-09 21:07:24","0000000000003","1","2023-11-09 21:07:24","2023-11-09 21:07:24","49-2","15","15"
"2023-11-09 21:13:37","0000000000093","1","2023-11-09 21:13:37","2023-11-09 21:13:37","58-2","11","11"
"2023-11-09 21:28:38","0000000000011","1","2023-11-09 21:28:38","2023-11-09 21:28:38","49-2","15","15"
"2023-11-09 21:28:38","0000000000011","1","2023-11-09 21:28:38","2023-11-09 21:28:38","58-2","0","2"
"2023-11-09 21:36:35","0000000000063","1","2023-11-09 21:36:35","2023-11-09 21:36:35","58-2","5","5"
"2023-11-09 21:36:35","0000000000063","1","2023-11-09 21:36:35","2023-11-09 21:36:35","58-1","6","6"
"2023-11-09 21:36:35","0000000000063","1","2023-11-09 21:36:35","2023-11-09 21:36:35","49-1","30","30"
"2023-11-09 21:36:35","0000000000063","1","2023-11-09 21:36:35","2023-11-09 21:36:35","49-2","30","30"
"2023-11-09 21:36:55","0000000000006","1","2023-11-09 21:36:55","2023-11-09 21:36:55","58-1","18","18"
"2023-11-09 21:41:08","0000000000012","1","2023-11-09 21:41:08","2023-11-09 21:41:08","12","15","15"
"2023-11-09 21:41:08","0000000000012","1","2023-11-09 21:41:08","2023-11-09 21:41:08","51","10","10"
"2023-11-09 21:41:08","0000000000012","1","2023-11-09 21:41:08","2023-11-09 21:41:08","49-2","15","15"
"2023-11-09 21:41:08","0000000000012","1","2023-11-09 21:41:08","2023-11-09 21:41:08","57-2","2","2"
"2023-11-09 21:41:08","0000000000012","1","2023-11-09 21:41:08","2023-11-09 21:41:08","58-2","0","4"
"2023-11-09 21:43:43","0000000000092","1","2023-11-09 21:43:43","2023-11-09 21:43:43","58-2","15","15"
"2023-11-09 21:45:12","0000000000092","1","2023-11-09 21:45:12","2023-11-09 21:45:12","58-2","7","7"
"2023-11-09 21:46:12","0000000000031","1","2023-11-09 21:46:12","2023-11-09 21:46:12","58-2","11","11"
"2023-11-09 21:46:29","0000000000006","1","2023-11-09 21:46:29","2023-11-09 21:46:29","58-2","1","1"
"2023-11-09 21:46:29","0000000000006","1","2023-11-09 21:46:29","2023-11-09 21:46:29","58-1","10","10"
"2023-11-09 21:48:24","0000000000095","1","2023-11-09 21:48:24","2023-11-09 21:48:24","58-2","75","75"
"2023-11-09 21:49:37","0000000000086","1","2023-11-09 21:49:37","2023-11-09 21:49:37","58-2","15","15"
"2023-11-09 21:54:35","0000000000003","1","2023-11-09 21:54:35","2023-11-09 21:54:35","35-1","20","20"
"2023-11-09 21:54:50","0000000000023","1","2023-11-09 21:54:50","2023-11-09 21:54:50","49-1","30","30"
"2023-11-09 21:58:03","0000000000093","1","2023-11-09 21:58:03","2023-11-09 21:58:03","9-1","10","10"
"2023-11-09 21:58:03","0000000000093","1","2023-11-09 21:58:03","2023-11-09 21:58:03","12","20","20"
"2023-11-09 21:58:03","0000000000093","1","2023-11-09 21:58:03","2023-11-09 21:58:03","16","20","20"
"2023-11-09 21:58:03","0000000000093","1","2023-11-09 21:58:03","2023-11-09 21:58:03","17","20","20"
"2023-11-09 21:58:03","0000000000093","1","2023-11-09 21:58:03","2023-11-09 21:58:03","49-2","30","30"
"2023-11-09 21:58:03","0000000000093","1","2023-11-09 21:58:03","2023-11-09 21:58:03","14-2","8","1"
"2023-11-09 22:01:00","0000000000014","1","2023-11-09 22:01:00","2023-11-09 22:01:00","9-1","10","10"
"2023-11-09 22:01:00","0000000000014","1","2023-11-09 22:01:00","2023-11-09 22:01:00","18","10","10"
"2023-11-09 22:01:00","0000000000014","1","2023-11-09 22:01:00","2023-11-09 22:01:00","26-2","10","10"
"2023-11-09 22:01:00","0000000000014","1","2023-11-09 22:01:00","2023-11-09 22:01:00","27-1","7","7"
"2023-11-09 22:01:00","0000000000014","1","2023-11-09 22:01:00","2023-11-09 22:01:00","29","3","3"
"2023-11-09 22:01:00","0000000000014","1","2023-11-09 22:01:00","2023-11-09 22:01:00","33-1","15","15"
"2023-11-09 22:01:00","0000000000014","1","2023-11-09 22:01:00","2023-11-09 22:01:00","35-1","10","10"
"2023-11-09 22:17:54","000000000054A","1","2023-11-09 22:17:54","2023-11-09 22:17:54","58-2","102","102"
"2023-11-09 22:19:55","0000000000093","1","2023-11-09 22:19:55","2023-11-09 22:19:55","58-2","12","12"
"2023-11-09 22:20:34","0000000000012","1","2023-11-09 22:20:34","2023-11-09 22:20:34","9-1","10","10"
"2023-11-09 22:20:34","0000000000012","1","2023-11-09 22:20:34","2023-11-09 22:20:34","23","5","5"
"2023-11-09 22:20:34","0000000000012","1","2023-11-09 22:20:34","2023-11-09 22:20:34","26-2","5","5"
"2023-11-09 22:20:34","0000000000012","1","2023-11-09 22:20:34","2023-11-09 22:20:34","33-1","10","10"
"2023-11-09 22:20:34","0000000000012","1","2023-11-09 22:20:34","2023-11-09 22:20:34","35-1","10","10"
"2023-11-09 22:32:47","0000000000003","1","2023-11-09 22:32:47","2023-11-09 22:32:47","58-2","17","17"
"2023-11-09 22:49:20","0000000000020","1","2023-11-09 22:49:20","2023-11-09 22:49:20","58-2","14","14"
"2023-11-09 23:03:33","0000000000095","1","2023-11-09 23:03:33","2023-11-09 23:03:33","58-2","12","12"
"2023-11-09 23:05:32","0000000000013","1","2023-11-09 23:05:32","2023-11-09 23:05:32","58-2","22","22"
"2023-11-10 07:45:28","0000000000010","1","2023-11-10 07:45:28","2023-11-10 07:45:28","50-1","5","5"
"2023-11-10 07:45:28","0000000000010","1","2023-11-10 07:45:28","2023-11-10 07:45:28","49-1","15","15"
"2023-11-10 07:45:28","0000000000010","1","2023-11-10 07:45:28","2023-11-10 07:45:28","49-2","15","15"
"2023-11-10 08:53:57","000000000019B","1","2023-11-10 08:53:57","2023-11-10 08:53:57","58-2","7","7"
"2023-11-10 08:54:31","0000000000002","1","2023-11-10 08:54:31","2023-11-10 08:54:31","58-2","4","4"
"2023-11-10 08:57:54","0000000000070","1","2023-11-10 08:57:54","2023-11-10 08:57:54","58-2","12","12"
"2023-11-10 08:58:29","0000000000051","1","2023-11-10 08:58:29","2023-11-10 08:58:29","58-2","8","8"
"2023-11-10 09:10:28","0000000000031","1","2023-11-10 09:10:28","2023-11-10 09:10:28","58-2","7","7"
"2023-11-10 09:14:47","0000000000022","1","2023-11-10 09:14:47","2023-11-10 09:14:47","58-2","5","5"
"2023-11-10 09:15:25","0000000000024","1","2023-11-10 09:15:25","2023-11-10 09:15:25","58-2","4","4"
"2023-11-10 09:23:38","0000000000024","1","2023-11-10 09:23:38","2023-11-10 09:23:38","9-1","10","10"
"2023-11-10 09:23:38","0000000000024","1","2023-11-10 09:23:38","2023-11-10 09:23:38","49-2","15","15"
"2023-11-10 09:31:37","0000000000018","1","2023-11-10 09:31:37","2023-11-10 09:31:37","58-2","162","162"
"2023-11-10 09:34:23","0000000000086","1","2023-11-10 09:34:23","2023-11-10 09:34:23","58-2","18","18"
"2023-11-10 09:35:15","0000000000006","1","2023-11-10 09:35:15","2023-11-10 09:35:15","58-2","1","1"
"2023-11-10 09:35:15","0000000000006","1","2023-11-10 09:35:15","2023-11-10 09:35:15","58-1","16","16"
"2023-11-10 10:01:57","0000000000024","1","2023-11-10 10:01:57","2023-11-10 10:01:57","51","10","10"
"2023-11-10 10:05:46","0000000000033","1","2023-11-10 10:05:46","2023-11-10 10:05:46","58-2","1","1"
"2023-11-10 10:06:07","0000000000030","1","2023-11-10 10:06:07","2023-11-10 10:06:07","58-2","2","2"
"2023-11-10 10:07:35","0000000000008","1","2023-11-10 10:07:35","2023-11-10 10:07:35","49-2","15","15"
"2023-11-10 10:07:35","0000000000008","1","2023-11-10 10:07:35","2023-11-10 10:07:35","58-2","0","8"
"2023-11-10 10:18:58","0000000000020","1","2023-11-10 10:18:58","2023-11-10 10:18:58","15","10","10"
"2023-11-10 10:18:58","0000000000020","1","2023-11-10 10:18:58","2023-11-10 10:18:58","16","10","10"
"2023-11-10 10:18:58","0000000000020","1","2023-11-10 10:18:58","2023-11-10 10:18:58","40-2","4","4"
"2023-11-10 10:18:58","0000000000020","1","2023-11-10 10:18:58","2023-11-10 10:18:58","49-2","30","30"
"2023-11-10 10:21:49","0000000000022","1","2023-11-10 10:21:49","2023-11-10 10:21:49","4","10","10"
"2023-11-10 10:21:49","0000000000022","1","2023-11-10 10:21:49","2023-11-10 10:21:49","27-1","10","10"
"2023-11-10 10:21:49","0000000000022","1","2023-11-10 10:21:49","2023-11-10 10:21:49","35-1","10","10"
"2023-11-10 10:21:49","0000000000022","1","2023-11-10 10:21:49","2023-11-10 10:21:49","41","10","10"
"2023-11-10 10:21:49","0000000000022","1","2023-11-10 10:21:49","2023-11-10 10:21:49","49-1","15","15"
"2023-11-10 10:21:49","0000000000022","1","2023-11-10 10:21:49","2023-11-10 10:21:49","14-1","10","5"
"2023-11-10 10:21:49","0000000000022","1","2023-11-10 10:21:49","2023-11-10 10:21:49","18","10","10"
"2023-11-10 10:54:04","0000000000002","1","2023-11-10 10:54:04","2023-11-10 10:54:04","2","15","15"
"2023-11-10 10:54:04","0000000000002","1","2023-11-10 10:54:04","2023-11-10 10:54:04","16","15","15"
"2023-11-10 10:54:04","0000000000002","1","2023-11-10 10:54:04","2023-11-10 10:54:04","18","15","15"
"2023-11-10 10:54:04","0000000000002","1","2023-11-10 10:54:04","2023-11-10 10:54:04","40-1","15","10"
"2023-11-10 10:54:04","0000000000002","1","2023-11-10 10:54:04","2023-11-10 10:54:04","49-1","30","30"
"2023-11-10 10:58:18","0000000000095","1","2023-11-10 10:58:18","2023-11-10 10:58:18","49-1","30","30"
"2023-11-10 11:03:21","0000000000006","1","2023-11-10 11:03:21","2023-11-10 11:03:21","51","10","5"
"2023-11-10 11:03:21","0000000000006","1","2023-11-10 11:03:21","2023-11-10 11:03:21","49-2","30","30"
"2023-11-10 11:03:21","0000000000006","1","2023-11-10 11:03:21","2023-11-10 11:03:21","42-1","50","50"
"2023-11-10 11:08:51","0000000000091","1","2023-11-10 11:08:51","2023-11-10 11:08:51","58-2","10","10"
"2023-11-10 11:15:17","0000000000083","1","2023-11-10 11:15:17","2023-11-10 11:15:17","16","100","100"
"2023-11-10 11:15:17","0000000000083","1","2023-11-10 11:15:17","2023-11-10 11:15:17","49-2","15","15"
"2023-11-10 11:43:29","0000000000012","1","2023-11-10 11:43:29","2023-11-10 11:43:29","9-1","10","10"
"2023-11-10 11:43:29","0000000000012","1","2023-11-10 11:43:29","2023-11-10 11:43:29","16","10","10"
"2023-11-10 11:43:29","0000000000012","1","2023-11-10 11:43:29","2023-11-10 11:43:29","18","5","5"
"2023-11-10 11:43:29","0000000000012","1","2023-11-10 11:43:29","2023-11-10 11:43:29","26-2","10","10"
"2023-11-10 11:43:29","0000000000012","1","2023-11-10 11:43:29","2023-11-10 11:43:29","33-1","15","15"
"2023-11-10 11:43:29","0000000000012","1","2023-11-10 11:43:29","2023-11-10 11:43:29","35-1","15","15"
"2023-11-10 11:43:29","0000000000012","1","2023-11-10 11:43:29","2023-11-10 11:43:29","9-2","10","10"
"2023-11-10 11:43:29","0000000000012","1","2023-11-10 11:43:29","2023-11-10 11:43:29","58-2","0","3"
"2023-11-10 11:56:23","0000000000006","1","2023-11-10 11:56:23","2023-11-10 11:56:23","27-1","10","10"
"2023-11-10 11:56:23","0000000000006","1","2023-11-10 11:56:23","2023-11-10 11:56:23","33-1","10","10"
"2023-11-10 11:56:23","0000000000006","1","2023-11-10 11:56:23","2023-11-10 11:56:23","49-2","30","30"
"2023-11-10 12:00:50","0000000000008","1","2023-11-10 12:00:50","2023-11-10 12:00:50","35-1","10","4"
"2023-11-10 12:00:50","0000000000008","1","2023-11-10 12:00:50","2023-11-10 12:00:50","23","10","10"
"2023-11-10 12:01:53","0000000000012","1","2023-11-10 12:01:53","2023-11-10 12:01:53","49-1","15","15"
"2023-11-10 12:14:07","0000000000095","1","2023-11-10 12:14:07","2023-11-10 12:14:07","49-1","30","30"
"2023-11-10 12:16:50","0000000000003","1","2023-11-10 12:16:50","2023-11-10 12:16:50","35-1","60","30"
"2023-11-10 12:16:50","0000000000003","1","2023-11-10 12:16:50","2023-11-10 12:16:50","51","10","3"
"2023-11-10 12:16:50","0000000000003","1","2023-11-10 12:16:50","2023-11-10 12:16:50","23","20","20"
"2023-11-10 12:16:50","0000000000003","1","2023-11-10 12:16:50","2023-11-10 12:16:50","58-2","0","5"
"2023-11-10 12:26:17","0000000000014","1","2023-11-10 12:26:17","2023-11-10 12:26:17","9-1","10","10"
"2023-11-10 12:26:17","0000000000014","1","2023-11-10 12:26:17","2023-11-10 12:26:17","20","15","10"
"2023-11-10 12:26:17","0000000000014","1","2023-11-10 12:26:17","2023-11-10 12:26:17","35-1","20","9"
"2023-11-10 12:26:17","0000000000014","1","2023-11-10 12:26:17","2023-11-10 12:26:17","49-1","15","15"
"2023-11-10 12:45:35","0000000000006","1","2023-11-10 12:45:35","2023-11-10 12:45:35","12","30","30"
"2023-11-10 12:45:35","0000000000006","1","2023-11-10 12:45:35","2023-11-10 12:45:35","17","20","20"
"2023-11-10 12:45:35","0000000000006","1","2023-11-10 12:45:35","2023-11-10 12:45:35","27-1","10","5"
"2023-11-10 12:45:35","0000000000006","1","2023-11-10 12:45:35","2023-11-10 12:45:35","33-1","10","10"
"2023-11-10 12:45:35","0000000000006","1","2023-11-10 12:45:35","2023-11-10 12:45:35","49-2","30","30"
"2023-11-10 12:45:35","0000000000006","1","2023-11-10 12:45:35","2023-11-10 12:45:35","4","30","30"
"2023-11-10 12:45:35","0000000000006","1","2023-11-10 12:45:35","2023-11-10 12:45:35","2","40","40"
"2023-11-10 12:45:35","0000000000006","1","2023-11-10 12:45:35","2023-11-10 12:45:35","42-1","30","30"
"2023-11-10 12:45:35","0000000000006","1","2023-11-10 12:45:35","2023-11-10 12:45:35","58-1","0","46"
"2023-11-10 13:03:02","0000000000012","1","2023-11-10 13:03:02","2023-11-10 13:03:02","20","10","5"
"2023-11-10 13:03:02","0000000000012","1","2023-11-10 13:03:02","2023-11-10 13:03:02","49-2","30","30"
"2023-11-10 13:10:20","0000000000083","1","2023-11-10 13:10:20","2023-11-10 13:10:20","16","100","100"
"2023-11-10 13:10:20","0000000000083","1","2023-11-10 13:10:20","2023-11-10 13:10:20","49-2","30","30"
"2023-11-10 13:14:24","0000000000020","1","2023-11-10 13:14:24","2023-11-10 13:14:24","16","5","5"
"2023-11-10 13:14:24","0000000000020","1","2023-11-10 13:14:24","2023-11-10 13:14:24","49-2","30","15"
"2023-11-10 13:21:42","0000000000006","1","2023-11-10 13:21:42","2023-11-10 13:21:42","27-1","15","15"
"2023-11-10 13:21:48","0000000000014","1","2023-11-10 13:21:48","2023-11-10 13:21:48","33-1","20","15"
"2023-11-10 13:21:48","0000000000014","1","2023-11-10 13:21:48","2023-11-10 13:21:48","49-1","15","15"
"2023-11-10 13:21:48","0000000000014","1","2023-11-10 13:21:48","2023-11-10 13:21:48","49-2","15","15"
"2023-11-10 13:31:57","0000000000083","1","2023-11-10 13:31:57","2023-11-10 13:31:57","51","20","11"
"2023-11-10 13:31:57","0000000000083","1","2023-11-10 13:31:57","2023-11-10 13:31:57","49-2","15","15"
"2023-11-10 13:51:39","0000000000095","1","2023-11-10 13:51:39","2023-11-10 13:51:39","49-1","30","30"
"2023-11-10 13:52:14","0000000000010","1","2023-11-10 13:52:14","2023-11-10 13:52:14","49-1","15","15"
"2023-11-10 14:01:46","0000000000033","1","2023-11-10 14:01:46","2023-11-10 14:01:46","49-2","30","30"
"2023-11-10 14:02:14","0000000000014","1","2023-11-10 14:02:14","2023-11-10 14:02:14","49-1","15","15"
"2023-11-10 14:07:08","000000000019B","1","2023-11-10 14:07:08","2023-11-10 14:07:08","58-2","6","6"
"2023-11-10 14:26:08","0000000000013","1","2023-11-10 14:26:08","2023-11-10 14:26:08","58-2","25","25"
"2023-11-10 14:26:34","0000000000051","1","2023-11-10 14:26:34","2023-11-10 14:26:34","49-1","15","15"
"2023-11-10 14:26:34","0000000000051","1","2023-11-10 14:26:34","2023-11-10 14:26:34","49-2","15","15"
"2023-11-10 14:31:38","0000000000024","1","2023-11-10 14:31:38","2023-11-10 14:31:38","49-2","30","30"
"2023-11-10 14:33:21","0000000000071","1","2023-11-10 14:33:21","2023-11-10 14:33:21","49-1","30","30"
"2023-11-10 14:45:26","0000000000006","1","2023-11-10 14:45:26","2023-11-10 14:45:26","58-1","62","62"
"2023-11-10 15:07:07","0000000000083","1","2023-11-10 15:07:07","2023-11-10 15:07:07","16","100","45"
"2023-11-10 15:07:07","0000000000083","1","2023-11-10 15:07:07","2023-11-10 15:07:07","51","10","10"
"2023-11-10 15:07:07","0000000000083","1","2023-11-10 15:07:07","2023-11-10 15:07:07","49-2","15","15"
"2023-11-10 15:13:29","0000000000011","1","2023-11-10 15:13:29","2023-11-10 15:13:29","3","15","15"
"2023-11-10 15:13:29","0000000000011","1","2023-11-10 15:13:29","2023-11-10 15:13:29","4","5","5"
"2023-11-10 15:13:29","0000000000011","1","2023-11-10 15:13:29","2023-11-10 15:13:29","9-1","5","5"
"2023-11-10 15:13:29","0000000000011","1","2023-11-10 15:13:29","2023-11-10 15:13:29","12","10","10"
"2023-11-10 15:13:29","0000000000011","1","2023-11-10 15:13:29","2023-11-10 15:13:29","15","5","5"
"2023-11-10 15:13:29","0000000000011","1","2023-11-10 15:13:29","2023-11-10 15:13:29","17","10","10"
"2023-11-10 15:13:29","0000000000011","1","2023-11-10 15:13:29","2023-11-10 15:13:29","19","5","5"
"2023-11-10 15:13:29","0000000000011","1","2023-11-10 15:13:29","2023-11-10 15:13:29","41","5","5"
"2023-11-10 15:13:29","0000000000011","1","2023-11-10 15:13:29","2023-11-10 15:13:29","49-1","15","15"
"2023-11-10 15:18:27","0000000000063","1","2023-11-10 15:18:27","2023-11-10 15:18:27","3","10","10"
"2023-11-10 15:18:27","0000000000063","1","2023-11-10 15:18:27","2023-11-10 15:18:27","5","10","10"
"2023-11-10 15:18:27","0000000000063","1","2023-11-10 15:18:27","2023-11-10 15:18:27","12","10","10"
"2023-11-10 15:18:27","0000000000063","1","2023-11-10 15:18:27","2023-11-10 15:18:27","49-1","30","30"
"2023-11-10 15:18:27","0000000000063","1","2023-11-10 15:18:27","2023-11-10 15:18:27","49-2","30","30"
"2023-11-10 15:18:27","0000000000063","1","2023-11-10 15:18:27","2023-11-10 15:18:27","51","5","5"
"2023-11-10 15:20:35","0000000000093","1","2023-11-10 15:20:35","2023-11-10 15:20:35","12","10","10"
"2023-11-10 15:20:35","0000000000093","1","2023-11-10 15:20:35","2023-11-10 15:20:35","16","10","10"
"2023-11-10 15:20:35","0000000000093","1","2023-11-10 15:20:35","2023-11-10 15:20:35","17","10","10"
"2023-11-10 15:20:35","0000000000093","1","2023-11-10 15:20:35","2023-11-10 15:20:35","49-2","30","30"
"2023-11-10 15:20:48","0000000000093","1","2023-11-10 15:20:48","2023-11-10 15:20:48","58-2","16","16"
"2023-11-10 15:28:23","0000000000002","1","2023-11-10 15:28:23","2023-11-10 15:28:23","58-2","9","9"
"2023-11-10 15:35:18","000000000019B","1","2023-11-10 15:35:18","2023-11-10 15:35:18","49-1","30","30"
"2023-11-10 15:35:18","000000000019B","1","2023-11-10 15:35:18","2023-11-10 15:35:18","45","10","3"
"2023-11-10 15:35:18","000000000019B","1","2023-11-10 15:35:18","2023-11-10 15:35:18","47","20","15"
"2023-11-10 15:35:18","000000000019B","1","2023-11-10 15:35:18","2023-11-10 15:35:18","58-2","0","8"
"2023-11-10 15:46:49","0000000000006","1","2023-11-10 15:46:49","2023-11-10 15:46:49","42-1","50","50"
"2023-11-10 15:46:49","0000000000006","1","2023-11-10 15:46:49","2023-11-10 15:46:49","58-2","0","2"
"2023-11-10 15:46:49","0000000000006","1","2023-11-10 15:46:49","2023-11-10 15:46:49","58-1","0","31"
"2023-11-10 15:51:11","0000000000013","1","2023-11-10 15:51:11","2023-11-10 15:51:11","58-2","58","58"
"2023-11-10 15:51:36","0000000000013","1","2023-11-10 15:51:36","2023-11-10 15:51:36","16","10","10"
"2023-11-10 15:51:36","0000000000013","1","2023-11-10 15:51:36","2023-11-10 15:51:36","18","10","10"
"2023-11-10 15:53:36","0000000000003","1","2023-11-10 15:53:36","2023-11-10 15:53:36","35-1","60","60"
"2023-11-10 15:53:36","0000000000003","1","2023-11-10 15:53:36","2023-11-10 15:53:36","51","15","10"
"2023-11-10 15:53:36","0000000000003","1","2023-11-10 15:53:36","2023-11-10 15:53:36","49-2","30","30"
"2023-11-10 15:53:36","0000000000003","1","2023-11-10 15:53:36","2023-11-10 15:53:36","58-2","0","20"
"2023-11-10 16:05:38","0000000000083","1","2023-11-10 16:05:38","2023-11-10 16:05:38","16","100","97"
"2023-11-10 16:05:38","0000000000083","1","2023-11-10 16:05:38","2023-11-10 16:05:38","49-2","30","30"
"2023-11-10 16:10:04","0000000000018","1","2023-11-10 16:10:04","2023-11-10 16:10:04","58-2","85","85"
"2023-11-10 16:19:54","0000000000051","1","2023-11-10 16:19:54","2023-11-10 16:19:54","58-2","5","5"
"2023-11-10 16:19:54","0000000000051","1","2023-11-10 16:19:54","2023-11-10 16:19:54","49-2","15","15"
"2023-11-10 16:20:50","0000000000006","1","2023-11-10 16:20:50","2023-11-10 16:20:50","17","35","30"
"2023-11-10 16:20:50","0000000000006","1","2023-11-10 16:20:50","2023-11-10 16:20:50","18","20","20"
"2023-11-10 16:20:50","0000000000006","1","2023-11-10 16:20:50","2023-11-10 16:20:50","19","30","30"
"2023-11-10 16:20:50","0000000000006","1","2023-11-10 16:20:50","2023-11-10 16:20:50","49-2","30","30"
"2023-11-10 16:20:50","0000000000006","1","2023-11-10 16:20:50","2023-11-10 16:20:50","59-1","15","15"
"2023-11-10 16:20:50","0000000000006","1","2023-11-10 16:20:50","2023-11-10 16:20:50","4","20","15"
"2023-11-10 16:20:50","0000000000006","1","2023-11-10 16:20:50","2023-11-10 16:20:50","21","15","15"
"2023-11-10 16:20:50","0000000000006","1","2023-11-10 16:20:50","2023-11-10 16:20:50","2","20","20"
"2023-11-10 16:20:50","0000000000006","1","2023-11-10 16:20:50","2023-11-10 16:20:50","58-1","0","31"
"2023-11-10 16:37:01","0000000000008","1","2023-11-10 16:37:01","2023-11-10 16:37:01","7","5","1"
"2023-11-10 16:37:57","000000000019B","1","2023-11-10 16:37:57","2023-11-10 16:37:57","58-2","5","5"
"2023-11-10 16:54:49","0000000000010","1","2023-11-10 16:54:49","2023-11-10 16:54:49","49-1","15","15"
"2023-11-10 16:55:36","0000000000014","1","2023-11-10 16:55:36","2023-11-10 16:55:36","2","10","10"
"2023-11-10 16:55:36","0000000000014","1","2023-11-10 16:55:36","2023-11-10 16:55:36","20","10","10"
"2023-11-10 16:55:36","0000000000014","1","2023-11-10 16:55:36","2023-11-10 16:55:36","26-2","5","5"
"2023-11-10 16:55:36","0000000000014","1","2023-11-10 16:55:36","2023-11-10 16:55:36","35-1","15","15"
"2023-11-10 16:55:36","0000000000014","1","2023-11-10 16:55:36","2023-11-10 16:55:36","49-1","15","15"
"2023-11-10 16:56:06","0000000000091","1","2023-11-10 16:56:06","2023-11-10 16:56:06","49-1","15","15"
"2023-11-10 16:56:06","0000000000091","1","2023-11-10 16:56:06","2023-11-10 16:56:06","51","5","5"
"2023-11-10 16:56:06","0000000000091","1","2023-11-10 16:56:06","2023-11-10 16:56:06","49-2","15","15"
"2023-11-10 16:56:06","0000000000091","1","2023-11-10 16:56:06","2023-11-10 16:56:06","58-2","0","17"
"2023-11-10 16:58:20","0000000000023","1","2023-11-10 16:58:20","2023-11-10 16:58:20","1","10","9"
"2023-11-10 16:58:20","0000000000023","1","2023-11-10 16:58:20","2023-11-10 16:58:20","6","20","20"
"2023-11-10 16:58:20","0000000000023","1","2023-11-10 16:58:20","2023-11-10 16:58:20","49-1","30","30"
"2023-11-10 17:06:40","0000000000083","1","2023-11-10 17:06:40","2023-11-10 17:06:40","49-2","30","30"
"2023-11-10 17:10:47","0000000000077","1","2023-11-10 17:10:47","2023-11-10 17:10:47","16","10","10"
"2023-11-10 17:13:16","0000000000093","1","2023-11-10 17:13:16","2023-11-10 17:13:16","58-2","25","25"
"2023-11-10 17:17:45","0000000000011","1","2023-11-10 17:17:45","2023-11-10 17:17:45","2","10","10"
"2023-11-10 17:17:45","0000000000011","1","2023-11-10 17:17:45","2023-11-10 17:17:45","3","10","10"
"2023-11-10 17:17:45","0000000000011","1","2023-11-10 17:17:45","2023-11-10 17:17:45","9-1","5","5"
"2023-11-10 17:17:45","0000000000011","1","2023-11-10 17:17:45","2023-11-10 17:17:45","15","10","10"
"2023-11-10 17:17:45","0000000000011","1","2023-11-10 17:17:45","2023-11-10 17:17:45","17","5","5"
"2023-11-10 17:17:45","0000000000011","1","2023-11-10 17:17:45","2023-11-10 17:17:45","19","5","5"
"2023-11-10 17:17:45","0000000000011","1","2023-11-10 17:17:45","2023-11-10 17:17:45","49-2","15","15"
"2023-11-10 17:17:45","0000000000011","1","2023-11-10 17:17:45","2023-11-10 17:17:45","59-2","5","3"
"2023-11-10 17:17:45","0000000000011","1","2023-11-10 17:17:45","2023-11-10 17:17:45","58-2","0","5"
"2023-11-10 17:23:29","0000000000006","1","2023-11-10 17:23:29","2023-11-10 17:23:29","17","20","20"
"2023-11-10 17:23:29","0000000000006","1","2023-11-10 17:23:29","2023-11-10 17:23:29","19","20","20"
"2023-11-10 17:23:29","0000000000006","1","2023-11-10 17:23:29","2023-11-10 17:23:29","49-2","30","30"
"2023-11-10 17:23:29","0000000000006","1","2023-11-10 17:23:29","2023-11-10 17:23:29","48-2","7","7"
"2023-11-10 17:23:29","0000000000006","1","2023-11-10 17:23:29","2023-11-10 17:23:29","4","20","20"
